No.,pair_name,display_pair_name,token_1_name,token_1_address,token_2_name,token_2_address,total_tvl,total_cumulative_trade_volume,total_24h_trade_volume,total_min_30_trade_volume,required_total_trade_volume(z),raydium_pool_count,meteora_pool_count,required_raydium_pool_count(Y),sum_of_raydium_and_meteora_pool_count,required_sum_of_raydium_and_meteora_pool_count
1,G3MppeiNBwopyiAADX72ed8ch29h6ScJePgyuCyboop-So11111111111111111111111111111111111111112,boopdog-SOL,boopdog,G3MppeiNBwopyiAADX72ed8ch29h6ScJePgyuCyboop,SOL,So11111111111111111111111111111111111111112,16647.73,89345.02,89345.15,929.83,400,1,3,1,4,2
2,L2X5XiMRaSBWg559mxmU5kaeVXM856HDVjgLWCcboop-So11111111111111111111111111111111111111112,BOOPI-SOL,BOOPI,L2X5XiMRaSBWg559mxmU5kaeVXM856HDVjgLWCcboop,SOL,So11111111111111111111111111111111111111112,1502.13,3025.73,3025.71,1608.01,400,1,1,1,2,2
3,1QMoP7gFmBMJhN62C9uBErawfBgExdR65mJbCBeboop-So11111111111111111111111111111111111111112,poop-SOL,poop,1QMoP7gFmBMJhN62C9uBErawfBgExdR65mJbCBeboop,SOL,So11111111111111111111111111111111111111112,7195.93,1045941.03,1045941.07,1643.91,400,1,4,1,5,2
4,8WzDFPNjUSV7ZPpNiqKY8NcWH9J4tDSgSeifp6Kboop-So11111111111111111111111111111111111111112,Toshi-SOL,Toshi,8WzDFPNjUSV7ZPpNiqKY8NcWH9J4tDSgSeifp6Kboop,SOL,So11111111111111111111111111111111111111112,15548.33,163450.01,163449.96,2208.78,400,2,2,1,4,2
5,HZhrKGvN7V1frLMVsbPDX5R5XPfAe7i5QPtV6MNboop-So11111111111111111111111111111111111111112,db-SOL,db,HZhrKGvN7V1frLMVsbPDX5R5XPfAe7i5QPtV6MNboop,SOL,So11111111111111111111111111111111111111112,8988.46,2640985.96,2640985.72,7107.22,400,1,6,1,7,2
6,SWjRWeYMjv9akDkTRjexgGLhHTa2qeBNMEN3UW9pump-So11111111111111111111111111111111111111112,GENZ-SOL,GENZ,SWjRWeYMjv9akDkTRjexgGLhHTa2qeBNMEN3UW9pump,SOL,So11111111111111111111111111111111111111112,56281.49,417801.3,417801.16,13007.37,400,1,4,1,5,2
7,boopkpWqe68MSxLqBGogs8ZbUDN4GXaLhFwNP7mpP1i-EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,BOOP-USDC,BOOP,boopkpWqe68MSxLqBGogs8ZbUDN4GXaLhFwNP7mpP1i,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,14880.65,404792.68,404792.48,15168.82,400,1,9,1,10,2
8,6N7CrWe6qNt27G4sHXcjQMMy6btKRb7i9n4RYkKboop-So11111111111111111111111111111111111111112,BETTY-SOL,BETTY,6N7CrWe6qNt27G4sHXcjQMMy6btKRb7i9n4RYkKboop,SOL,So11111111111111111111111111111111111111112,78885.2,6596319.47,6596320.48,26855.85,400,2,11,1,13,2
9,boopkpWqe68MSxLqBGogs8ZbUDN4GXaLhFwNP7mpP1i-So11111111111111111111111111111111111111112,BOOP-SOL,BOOP,boopkpWqe68MSxLqBGogs8ZbUDN4GXaLhFwNP7mpP1i,SOL,So11111111111111111111111111111111111111112,1344120.25,30514328.3,30514325.47,32052.66,400,5,22,1,27,2
10,JmMRbLcKgNCu17yHZDAn4strE5NjmWJ4pCeJ7s7boop-So11111111111111111111111111111111111111112,Boopa-SOL,Boopa,JmMRbLcKgNCu17yHZDAn4strE5NjmWJ4pCeJ7s7boop,SOL,So11111111111111111111111111111111111111112,389689.34,2463742.71,2463742.96,56006.16,400,2,6,1,8,2
