No.,pair_name,display_pair_name,token_1_name,token_1_address,token_2_name,token_2_address,total_tvl,total_cumulative_trade_volume,total_24h_trade_volume,total_min_30_trade_volume,required_total_trade_volume(z),raydium_pool_count,meteora_pool_count,required_raydium_pool_count(Y),sum_of_raydium_and_meteora_pool_count,required_sum_of_raydium_and_meteora_pool_count
1,26dRTrJjKH9pKCNHzZyj8u3B8NqrNn6SoSfWRbPpdDRS-So11111111111111111111111111111111111111112,DOPE-SOL,DOPE,26dRTrJjKH9pKCNHzZyj8u3B8NqrNn6SoSfWRbPpdDRS,SOL,So11111111111111111111111111111111111111112,149429.65,5371611.56,5371639.2,28134.89,400,2,9,1,11,2
2,ALbCJ7r81tPuFYpG2hEwsrk6WXBz73xVyWty992Fpump-So11111111111111111111111111111111111111112,Ron-SOL,Ron,ALbCJ7r81tPuFYpG2hEwsrk6WXBz73xVyWty992Fpump,SOL,So11111111111111111111111111111111111111112,45850.49,1156861.75,1156937.91,15615.41,400,1,6,1,7,2
3,3LMLQE54RDvpJ7G1tBtjAoSxqxUJmora7qPcKaM3pump-So11111111111111111111111111111111111111112,SS-SOL,SS,3LMLQE54RDvpJ7G1tBtjAoSxqxUJmora7qPcKaM3pump,SOL,So11111111111111111111111111111111111111112,1100.19,68504.75,68505.31,4327.22,400,1,3,1,4,2
4,BMDrqqSWvJWFzjEYBPboq2KwVFH4KaTrVRQ7F7Kppump-So11111111111111111111111111111111111111112,BLOCK0-SOL,BLOCK0,BMDrqqSWvJWFzjEYBPboq2KwVFH4KaTrVRQ7F7Kppump,SOL,So11111111111111111111111111111111111111112,2321.01,9703.19,9703.27,4315.7,400,1,5,1,6,2
5,AQiE2ghyFbBsbsfHiTEbKWcCLTDgyGzceKEPWftZpump-So11111111111111111111111111111111111111112,doug-SOL,doug,AQiE2ghyFbBsbsfHiTEbKWcCLTDgyGzceKEPWftZpump,SOL,So11111111111111111111111111111111111111112,9485.49,3474.15,3474.1,2590.05,400,1,1,1,2,2
6,G9SAG1et4KHTduy13koBAAGdwNhV7QmhrXGc7kZBpump-So11111111111111111111111111111111111111112,ETF-SOL,ETF,G9SAG1et4KHTduy13koBAAGdwNhV7QmhrXGc7kZBpump,SOL,So11111111111111111111111111111111111111112,925.49,24730.2,24730.18,2145.65,400,1,2,1,3,2
7,2nwxxhtRfECdFkQMuM6BjCF7uDodCbgfSf84VkBkCcAV-So11111111111111111111111111111111111111112,VOID-SOL,VOID,2nwxxhtRfECdFkQMuM6BjCF7uDodCbgfSf84VkBkCcAV,SOL,So11111111111111111111111111111111111111112,922.77,4025.1,4025.08,1923.17,400,1,2,1,3,2
8,2kG3JjJmUuK9RbV47611sXmMT5xeNfNKtpf1r3vWpump-So11111111111111111111111111111111111111112,BITMONKEY-SOL,BITMONKEY,2kG3JjJmUuK9RbV47611sXmMT5xeNfNKtpf1r3vWpump,SOL,So11111111111111111111111111111111111111112,1236.48,1757.5,1757.53,1639.72,400,1,1,1,2,2
9,9d1HfhQztyZszDCFS5p2zX6FzNkAPQogvuR3oerXpump-So11111111111111111111111111111111111111112,Swasticoin-SOL,Swasticoin,9d1HfhQztyZszDCFS5p2zX6FzNkAPQogvuR3oerXpump,SOL,So11111111111111111111111111111111111111112,3277.22,114529.92,114529.79,1030.46,400,1,4,1,5,2
10,4TwDBssW3miModmynxGhPQrPm1WrPZdtNeoL9CiFpump-So11111111111111111111111111111111111111112,crane-SOL,crane,4TwDBssW3miModmynxGhPQrPm1WrPZdtNeoL9CiFpump,SOL,So11111111111111111111111111111111111111112,1540.99,38342.0,38342.09,835.47,400,1,4,1,5,2
11,3rtBxzCmBKGwJRufpdCcmpnPsVi8LD1MdRc2wouwpump-So11111111111111111111111111111111111111112,HAILHITLER-SOL,HAILHITLER,3rtBxzCmBKGwJRufpdCcmpnPsVi8LD1MdRc2wouwpump,SOL,So11111111111111111111111111111111111111112,1686.73,9003.65,9003.66,818.94,400,1,2,1,3,2
