No.,pair_name,display_pair_name,token_1_name,token_1_address,token_2_name,token_2_address,total_tvl,total_cumulative_trade_volume,total_24h_trade_volume,total_min_30_trade_volume,required_total_trade_volume(z),raydium_pool_count,meteora_pool_count,required_raydium_pool_count(Y),sum_of_raydium_and_meteora_pool_count,required_sum_of_raydium_and_meteora_pool_count
1,JmMRbLcKgNCu17yHZDAn4strE5NjmWJ4pCeJ7s7boop-So11111111111111111111111111111111111111112,Boopa-SOL,Boopa,JmMRbLcKgNCu17yHZDAn4strE5NjmWJ4pCeJ7s7boop,SOL,So11111111111111111111111111111111111111112,427459.84,2759341.95,2759342.28,76726.34,400,3,6,1,9,2
2,boopkpWqe68MSxLqBGogs8ZbUDN4GXaLhFwNP7mpP1i-So11111111111111111111111111111111111111112,BOOP-SOL,BOOP,boopkpWqe68MSxLqBGogs8ZbUDN4GXaLhFwNP7mpP1i,SOL,So11111111111111111111111111111111111111112,1356570.79,30713481.35,30713478.44,42067.05,400,4,20,1,24,2
3,6N7CrWe6qNt27G4sHXcjQMMy6btKRb7i9n4RYkKboop-So11111111111111111111111111111111111111112,BETTY-SOL,BETTY,6N7CrWe6qNt27G4sHXcjQMMy6btKRb7i9n4RYkKboop,SOL,So11111111111111111111111111111111111111112,77369.07,6657227.15,6657228.19,14245.35,400,2,10,1,12,2
4,RzHkTJNJw9cLXbVSRHf9MhfBbJ8eKLaNPHwCzzoboop-So11111111111111111111111111111111111111112,cultcore-SOL,cultcore,RzHkTJNJw9cLXbVSRHf9MhfBbJ8eKLaNPHwCzzoboop,SOL,So11111111111111111111111111111111111111112,5705.1,60948.09,60948.21,14022.86,400,1,1,1,2,2
5,boopkpWqe68MSxLqBGogs8ZbUDN4GXaLhFwNP7mpP1i-EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,BOOP-USDC,BOOP,boopkpWqe68MSxLqBGogs8ZbUDN4GXaLhFwNP7mpP1i,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1870.84,429830.44,429830.24,8209.77,400,1,8,1,9,2
6,HZhrKGvN7V1frLMVsbPDX5R5XPfAe7i5QPtV6MNboop-So11111111111111111111111111111111111111112,db-SOL,db,HZhrKGvN7V1frLMVsbPDX5R5XPfAe7i5QPtV6MNboop,SOL,So11111111111111111111111111111111111111112,21944.14,2651523.91,2651523.7,3104.49,400,1,6,1,7,2
7,8WzDFPNjUSV7ZPpNiqKY8NcWH9J4tDSgSeifp6Kboop-So11111111111111111111111111111111111111112,Toshi-SOL,Toshi,8WzDFPNjUSV7ZPpNiqKY8NcWH9J4tDSgSeifp6Kboop,SOL,So11111111111111111111111111111111111111112,10721.7,171155.98,171155.97,2395.04,400,2,2,1,4,2
8,L2X5XiMRaSBWg559mxmU5kaeVXM856HDVjgLWCcboop-So11111111111111111111111111111111111111112,BOOPI-SOL,BOOPI,L2X5XiMRaSBWg559mxmU5kaeVXM856HDVjgLWCcboop,SOL,So11111111111111111111111111111111111111112,765.76,9195.88,9195.86,1032.28,400,1,1,1,2,2
9,1QMoP7gFmBMJhN62C9uBErawfBgExdR65mJbCBeboop-So11111111111111111111111111111111111111112,poop-SOL,poop,1QMoP7gFmBMJhN62C9uBErawfBgExdR65mJbCBeboop,SOL,So11111111111111111111111111111111111111112,4466.02,1050356.31,1050356.33,777.7,400,1,3,1,4,2
10,R3LZR4x5RmCd4gFwQ6hqRGG1S5r9Bmd3xmk833bboop-So11111111111111111111111111111111111111112,dooq-SOL,dooq,R3LZR4x5RmCd4gFwQ6hqRGG1S5r9Bmd3xmk833bboop,SOL,So11111111111111111111111111111111111111112,824.23,6597.11,6597.04,659.83,400,1,1,1,2,2
11,G3MppeiNBwopyiAADX72ed8ch29h6ScJePgyuCyboop-So11111111111111111111111111111111111111112,boopdog-SOL,boopdog,G3MppeiNBwopyiAADX72ed8ch29h6ScJePgyuCyboop,SOL,So11111111111111111111111111111111111111112,12348.6,92605.21,92605.35,567.77,400,1,3,1,4,2
