No.,pair_name,display_pair_name,token_1_name,token_1_address,token_2_name,token_2_address,total_tvl,total_cumulative_trade_volume,total_24h_trade_volume,total_min_30_trade_volume,required_total_trade_volume(z),raydium_pool_count,meteora_pool_count,required_raydium_pool_count(Y),sum_of_raydium_and_meteora_pool_count,required_sum_of_raydium_and_meteora_pool_count
1,R3LZR4x5RmCd4gFwQ6hqRGG1S5r9Bmd3xmk833bboop-So11111111111111111111111111111111111111112,dooq-SOL,dooq,R3LZR4x5RmCd4gFwQ6hqRGG1S5r9Bmd3xmk833bboop,SOL,So11111111111111111111111111111111111111112,627.74,6272.42,6272.35,421.79,400,1,1,1,2,2
2,1QMoP7gFmBMJhN62C9uBErawfBgExdR65mJbCBeboop-So11111111111111111111111111111111111111112,poop-SOL,poop,1QMoP7gFmBMJhN62C9uBErawfBgExdR65mJbCBeboop,SOL,So11111111111111111111111111111111111111112,4646.15,1049738.39,1049738.4,449.25,400,1,3,1,4,2
3,L2X5XiMRaSBWg559mxmU5kaeVXM856HDVjgLWCcboop-So11111111111111111111111111111111111111112,BOOPI-SOL,BOOPI,L2X5XiMRaSBWg559mxmU5kaeVXM856HDVjgLWCcboop,SOL,So11111111111111111111111111111111111111112,1452.7,8450.19,8450.18,452.57,400,1,1,1,2,2
4,G3MppeiNBwopyiAADX72ed8ch29h6ScJePgyuCyboop-So11111111111111111111111111111111111111112,boopdog-SOL,boopdog,G3MppeiNBwopyiAADX72ed8ch29h6ScJePgyuCyboop,SOL,So11111111111111111111111111111111111111112,11623.62,92562.39,92562.54,546.32,400,1,2,1,3,2
5,8WzDFPNjUSV7ZPpNiqKY8NcWH9J4tDSgSeifp6Kboop-So11111111111111111111111111111111111111112,Toshi-SOL,Toshi,8WzDFPNjUSV7ZPpNiqKY8NcWH9J4tDSgSeifp6Kboop,SOL,So11111111111111111111111111111111111111112,10553.4,169342.77,169342.74,1920.59,400,2,2,1,4,2
6,HZhrKGvN7V1frLMVsbPDX5R5XPfAe7i5QPtV6MNboop-So11111111111111111111111111111111111111112,db-SOL,db,HZhrKGvN7V1frLMVsbPDX5R5XPfAe7i5QPtV6MNboop,SOL,So11111111111111111111111111111111111111112,21392.1,2649913.11,2649912.89,2879.0,400,1,6,1,7,2
7,boopkpWqe68MSxLqBGogs8ZbUDN4GXaLhFwNP7mpP1i-EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,BOOP-USDC,BOOP,boopkpWqe68MSxLqBGogs8ZbUDN4GXaLhFwNP7mpP1i,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,16117.43,424468.98,424468.8,5445.76,400,1,9,1,10,2
8,SWjRWeYMjv9akDkTRjexgGLhHTa2qeBNMEN3UW9pump-So11111111111111111111111111111111111111112,GENZ-SOL,GENZ,SWjRWeYMjv9akDkTRjexgGLhHTa2qeBNMEN3UW9pump,SOL,So11111111111111111111111111111111111111112,49817.38,457431.59,457431.48,8420.84,400,1,4,1,5,2
9,6N7CrWe6qNt27G4sHXcjQMMy6btKRb7i9n4RYkKboop-So11111111111111111111111111111111111111112,BETTY-SOL,BETTY,6N7CrWe6qNt27G4sHXcjQMMy6btKRb7i9n4RYkKboop,SOL,So11111111111111111111111111111111111111112,75800.28,6649705.84,6649706.86,14495.69,400,2,11,1,13,2
10,RzHkTJNJw9cLXbVSRHf9MhfBbJ8eKLaNPHwCzzoboop-So11111111111111111111111111111111111111112,cultcore-SOL,cultcore,RzHkTJNJw9cLXbVSRHf9MhfBbJ8eKLaNPHwCzzoboop,SOL,So11111111111111111111111111111111111111112,7164.59,56304.79,56304.87,24067.63,400,1,1,1,2,2
11,boopkpWqe68MSxLqBGogs8ZbUDN4GXaLhFwNP7mpP1i-So11111111111111111111111111111111111111112,BOOP-SOL,BOOP,boopkpWqe68MSxLqBGogs8ZbUDN4GXaLhFwNP7mpP1i,SOL,So11111111111111111111111111111111111111112,1335255.09,30686864.34,30686861.48,61784.91,400,4,20,1,24,2
12,JmMRbLcKgNCu17yHZDAn4strE5NjmWJ4pCeJ7s7boop-So11111111111111111111111111111111111111112,Boopa-SOL,Boopa,JmMRbLcKgNCu17yHZDAn4strE5NjmWJ4pCeJ7s7boop,SOL,So11111111111111111111111111111111111111112,410716.34,2702331.15,2702331.45,78345.03,400,3,6,1,9,2
